iter	Passed	Remaining
467	15580	1697
468	15609	1664
469	15641	1630
470	15670	1597
471	15696	1562
472	15729	1529
473	15759	1496
474	15788	1462
475	15820	1429
476	15849	1395
477	15877	1361
478	15908	1328
479	15938	1294
480	15963	1261
481	15990	1227
482	16021	1194
483	16053	1160
484	16082	1127
485	16113	1094
486	16144	1060
487	16170	1027
488	16200	993
489	16233	960
490	16261	927
491	16293	894
492	16325	860
493	16360	827
494	16387	794
495	16416	761
496	16448	728
497	16481	695
498	16518	662
499	16547	628
500	16579	595
501	16608	562
502	16636	529
503	16681	496
504	16711	463
505	16747	430
506	16777	397
507	16810	363
508	16845	330
509	16877	297
510	16917	264
511	16955	231
512	16985	198
513	17015	165
514	17043	132
515	17074	99
516	17107	66
517	17139	33
518	17173	0
